node1,node2
17370,21708
17402,21708
17460,21708
10379,21708
9480,21708
17792,21708
17977,21708
17983,21708
18015,21708
18288,21708
18553,21708
15570,21708
18721,21708
6874,21708
18971,21708
19093,21708
19135,21708
19275,21708
19476,21708
19483,21708
19522,21708
19610,21708
19743,21708
19890,21708
19961,21708
20035,21708
10792,21708
20079,21708
20347,21708
21708,22171
21088,21708
21277,21708
21663,21708
21703,21708
21708,22296
21708,21729
21708,21940
21708,21810
21708,22007
21708,22037
21708,22226
88,22208
364,22208
9968,22208
767,22208
840,22208
5354,22208
1041,22208
1047,22208
1351,22208
1372,22208
1617,22208
1733,22208
1823,22208
9260,22208
1946,22208
2014,22208
2078,22208
2096,22208
2387,22208
2604,22208
2676,22208
2812,22208
3491,22208
3520,22208
3650,22208
3672,22208
5228,22208
3735,22208
3778,22208
3940,22208
4022,22208
4499,22208
4864,22208
5345,22208
12280,22208
12949,22208
8049,22208
6490,22208
6552,22208
6829,22208
6843,22208
7066,22208
7208,22208
7289,22208
7298,22208
7364,22208
7467,22208
18957,22208
7765,22208
7911,22208
16260,22208
8381,22208
8533,22208
8619,22208
16951,22208
14049,22208
8770,22208
8894,22208
9176,22208
9220,22208
20246,22208
8988,22208
9319,22208
9934,22208
10205,22208
10281,22208
10614,22208
10685,22208
5510,22208
10772,22208
20042,22208
10887,22208
10912,22208
11043,22208
11145,22208
11231,22208
766,22208
11411,22208
11498,22208
11553,22208
3880,22208
11870,22208
12249,22208
12464,22208
12485,22208
12500,22208
12527,22208
12548,22208
8519,22208
17031,22208
12851,22208
13300,22208
13737,22208
13940,22208
14110,22208
14115,22208
14280,22208
14344,22208
14382,22208
14477,22208
14546,22208
14562,22208
14643,22208
14677,22208
14696,22208
14895,22208
14929,22208
15026,22208
15096,22208
15236,22208
15364,22208
15448,22208
15468,22208
15481,22208
15531,22208
15535,22208
11657,22208
15745,22208
16032,22208
16458,22208
16466,22208
16520,22208
16567,22208
16590,22208
16602,22208
16769,22208
16770,22208
16818,22208
16895,22208
16960,22208
17014,22208
17105,22208
17145,22208
16397,22208
10379,22208
17792,22208
17811,22208
17977,22208
18288,22208
18553,22208
6874,22208
18964,22208
18966,22208
18971,22208
18974,22208
19135,22208
19275,22208
19476,22208
19522,22208
19628,22208
19743,22208
19795,22208
7641,22208
20035,22208
10792,22208
20722,22208
21088,22208
21232,22208
21277,22208
21729,22208
21810,22208
21940,22208
22007,22208
88,22171
94,22171
22171,22374
426,22171
436,22171
9968,22171
496,22171
701,22171
729,22171
840,22171
5354,22171
901,22171
927,22171
997,22171
1011,22171
167,22171
1025,22171
1037,22171
1041,22171
1351,22171
1372,22171
1557,22171
1598,22171
1617,22171
1681,22171
1823,22171
1901,22171
9260,22171
1964,22171
2014,22171
2166,22171
2387,22171
2596,22171
2604,22171
2764,22171
2812,22171
9163,22171
3175,22171
3520,22171
8606,22171
3630,22171
3650,22171
3672,22171
3691,22171
20135,22171
5228,22171
3735,22171
3743,22171
3764,22171
3797,22171
3809,22171
3918,22171
3965,22171
3993,22171
4225,22171
4453,22171
4499,22171
5891,22171
4742,22171
4763,22171
4786,22171
4804,22171
4987,22171
5212,22171
5307,22171
5345,22171
5348,22171
10803,22171
5736,22171
5755,22171
252,22171
12949,22171
21987,22171
6040,22171
8049,22171
6132,22171
6409,22171
6441,22171
6473,22171
22171,22405
6626,22171
6815,22171
6843,22171
6916,22171
7066,22171
7161,22171
7208,22171
7289,22171
7573,22171
7590,22171
7765,22171
7816,22171
7871,22171
7893,22171
7911,22171
8286,22171
8381,22171
8482,22171
8502,22171
8529,22171
8533,22171
8619,22171
16951,22171
14049,22171
8770,22171
8883,22171
8894,22171
8932,22171
9035,22171
9053,22171
9319,22171
9506,22171
14098,22171
9934,22171
10090,22171
10091,22171
10205,22171
10372,22171
10617,22171
10685,22171
20042,22171
10887,22171
12276,22171
10912,22171
10926,22171
10948,22171
10967,22171
11003,22171
11016,22171
11043,22171
11062,22171
7550,22171
11231,22171
11260,22171
11269,22171
11277,22171
766,22171
11341,22171
11411,22171
22171,22265
11557,22171
11611,22171
11822,22171
3880,22171
11851,22171
11870,22171
12071,22171
12150,22171
12249,22171
12305,22171
12485,22171
12500,22171
12548,22171
8519,22171
12643,22171
13300,22171
13441,22171
13707,22171
13873,22171
13896,22171
13940,22171
14031,22171
14110,22171
14115,22171
14166,22171
14176,22171
14181,22171
14280,22171
14344,22171
14382,22171
14477,22171
14546,22171
14554,22171
14576,22171
13598,22171
14643,22171
14677,22171
14941,22171
15026,22171
15122,22171
15236,22171
15283,22171
15315,22171
15364,22171
15448,22171
15468,22171
15481,22171
15535,22171
15567,22171
11657,22171
15745,22171
15785,22171
6388,22171
16379,22171
8243,22171
16426,22171
16519,22171
16520,22171
16533,22171
16567,22171
16590,22171
16602,22171
16799,22171
16800,22171
16818,22171
16887,22171
16895,22171
16968,22171
17046,22171
17112,22171
17346,22171
17370,22171
17391,22171
17460,22171
10379,22171
17780,22171
17792,22171
17811,22171
17977,22171
18062,22171
18128,22171
18187,22171
14192,22171
18553,22171
15570,22171
18721,22171
18744,22171
18906,22171
6874,22171
18966,22171
18971,22171
19275,22171
19476,22171
19522,22171
14383,22171
19743,22171
19795,22171
19851,22171
20024,22171
20035,22171
20347,22171
20559,22171
20592,22171
20722,22171
20791,22171
20818,22171
22171,22378
22171,22296
22171,22206
21224,22171
13212,22171
21606,22171
21277,22171
21232,22171
21803,22171
21810,22171
22171,22204
21323,22171
22171,22226
21703,22171
2812,6829
4987,6829
5307,6829
5755,6829
6829,8049
6829,10617
6829,11657
6829,19743
6829,8519
6829,16968
6829,11062
6829,10379
6829,14562
6829,9934
6829,17370
6829,17460
6829,20329
6829,21729
6829,16032
6829,14895
9968,16590
1041,16590
1047,16590
5228,16590
4414,16590
4772,16590
4901,16590
4987,16590
5345,16590
5636,16590
12280,16590
8049,16590
6189,16590
6843,16590
7467,16590
16590,18957
7765,16590
7961,16590
8473,16590
8770,16590
9934,16590
10205,16590
10566,16590
10614,16590
10772,16590
10912,16590
11043,16590
11062,16590
11118,16590
11315,16590
11332,16590
12500,16590
8519,16590
12641,16590
13300,16590
13509,16590
14082,16590
14576,16590
15026,16590
15364,16590
15481,16590
15535,16590
15785,16590
15907,16590
16122,16590
16590,16968
16590,19795
16590,16602
16590,18128
16590,21729
16590,18744
16590,16960
16590,19200
16590,21663
16590,18124
16590,16977
16590,18580
16590,19743
16590,19275
16590,17977
16590,20722
16590,20653
16590,17370
16590,18974
16590,17105
16590,21088
5354,20135
1047,20135
1351,20135
1617,20135
1901,20135
11671,20135
2444,20135
2676,20135
2759,20135
2822,20135
2851,20135
9163,20135
3073,20135
3520,20135
8606,20135
3650,20135
3672,20135
4022,20135
20135,21810
14181,20135
20135,20246
5755,20135
11966,20135
4804,20135
8894,20135
18015,20135
5510,20135
16769,20135
8533,20135
14110,20135
12485,20135
17646,20135
19795,20135
12280,20135
16602,20135
10948,20135
7765,20135
11553,20135
12500,20135
16778,20135
14049,20135
20135,21729
20135,20347
12150,20135
10426,20135
8454,20135
11043,20135
14356,20135
4987,20135
14477,20135
5345,20135
17145,20135
5348,20135
20135,22405
19476,20135
10685,20135
19432,20135
12949,20135
14371,20135
3880,20135
13300,20135
3778,20135
5623,20135
8049,20135
18128,20135
16466,20135
7289,20135
5307,20135
20042,20135
5228,20135
15535,20135
11657,20135
20135,21277
7550,20135
20135,21232
11231,20135
15907,20135
19743,20135
20135,22226
19623,20135
13737,20135
7368,20135
20135,20173
5379,20135
11332,20135
13487,20135
14344,20135
4328,20135
16032,20135
10205,20135
7911,20135
20135,20722
10614,20135
7208,20135
19757,20135
14245,20135
15481,20135
13576,20135
18512,20135
18062,20135
8619,20135
15026,20135
18288,20135
10379,20135
18806,20135
16260,20135
14696,20135
17370,20135
15745,20135
18553,20135
18454,20135
10988,20135
17811,20135
20135,20758
7556,20135
14192,20135
19001,20135
4019,20135
1372,8894
1733,8894
1823,8894
2676,8894
2851,8894
3735,8894
4019,8894
4953,8894
4987,8894
5307,8894
6342,8894
6409,8894
6843,8894
7893,8894
8120,8894
8381,8894
8894,11657
8894,16059
8894,19743
8894,21277
8894,11332
8894,13441
8894,10926
8894,13100
8894,15468
8894,13445
8894,21729
8894,14580
8894,11465
8894,12276
8894,15785
8519,8894
8894,18170
8894,10379
8894,20046
8894,17370
8894,17811
8894,15570
8894,19448
88,15785
5241,15785
840,15785
5354,15785
1041,15785
1351,15785
1390,15785
1500,15785
1557,15785
1733,15785
1823,15785
1946,15785
2812,15785
2851,15785
3520,15785
5228,15785
3764,15785
3809,15785
4742,15785
4987,15785
5755,15785
12280,15785
15785,22405
6843,15785
7208,15785
7289,15785
15785,18957
7765,15785
7871,15785
7893,15785
7961,15785
15785,16260
8381,15785
8502,15785
8533,15785
8619,15785
15785,16951
8770,15785
9053,15785
14098,15785
9934,15785
14978,15785
10205,15785
10772,15785
15785,20042
10887,15785
12276,15785
10912,15785
10948,15785
10967,15785
11043,15785
11062,15785
11231,15785
766,15785
11411,15785
11467,15785
11870,15785
12249,15785
12485,15785
12527,15785
12548,15785
8519,15785
12643,15785
10988,15785
13300,15785
13737,15785
13940,15785
14181,15785
14272,15785
14344,15785
15785,20329
14562,15785
14576,15785
14643,15785
14677,15785
14696,15785
14898,15785
15026,15785
15448,15785
15468,15785
15481,15785
15535,15785
15785,16968
15785,17210
8243,15785
15785,16769
15785,16602
15785,18288
15785,18744
15785,21729
15785,20347
15785,21810
15785,18216
15785,17145
15785,17148
15785,21277
15785,19543
15785,16466
15785,19275
15785,19476
15785,16032
15785,19743
15785,19795
10379,15785
15785,17370
15785,17460
15785,19610
15785,18553
15785,17811
15785,17977
15785,17891
15785,21088
2812,10281
5755,10281
10281,22405
10281,16260
8533,10281
10281,19743
10281,11003
10281,21729
10281,14562
405,22265
9968,22265
715,22265
5241,22265
961,22265
1271,22265
1387,22265
1390,22265
1586,22265
1654,22265
1761,22265
1921,22265
2014,22265
2085,22265
2209,22265
2244,22265
2442,22265
2773,22265
2812,22265
2981,22265
3077,22265
3097,22265
11735,22265
3390,22265
3423,22265
3584,22265
5228,22265
3747,22265
22135,22265
4399,22265
6800,22265
4502,22265
9493,22265
4876,22265
4960,22265
9456,22265
4574,22265
5132,22265
5265,22265
5432,22265
5496,22265
5553,22265
5622,22265
5755,22265
12949,22265
12152,22265
6021,22265
6222,22265
8453,22265
6441,22265
6486,22265
6490,22265
6806,22265
6983,22265
7078,22265
7096,22265
7209,22265
7263,22265
7368,22265
7827,22265
7869,22265
7893,22265
8042,22265
8139,22265
8263,22265
8615,22265
8700,22265
8740,22265
8765,22265
8790,22265
8869,22265
8883,22265
9125,22265
9220,22265
9294,22265
9319,22265
9349,22265
9525,22265
9526,22265
13252,22265
10014,22265
5510,22265
10887,22265
11123,22265
11125,22265
11273,22265
11277,22265
11323,22265
11341,22265
1198,22265
14604,22265
11538,22265
15666,22265
11562,22265
18548,22265
15159,22265
15300,22265
18747,22265
10674,22265
19686,22265
16787,22265
11954,22265
16791,22265
14996,22265
18216,22265
15174,22265
17145,22265
12408,22265
12088,22265
19820,22265
17148,22265
19135,22265
13460,22265
16978,22265
16295,22265
14643,22265
12641,22265
15195,22265
12098,22265
19757,22265
19275,22265
20007,22265
16470,22265
10988,22265
14497,22265
18074,22265
17545,22265
15236,22265
16198,22265
15745,22265
12464,22265
14181,22265
11804,22265
10379,22265
20067,22265
5513,22265
15963,22265
19870,22265
18645,22265
17220,22265
15239,22265
17402,22265
18652,22265
10426,22265
6735,22265
17227,22265
11644,22265
19893,22265
13313,22265
20276,22265
14209,22265
15090,22265
22012,22265
18966,22265
18221,22265
21033,22265
10554,22265
16895,22265
6045,22265
20700,22265
15283,22265
14052,22265
17258,22265
6782,22265
18514,22265
13741,22265
17436,22265
16393,22265
18655,22265
15821,22265
16973,22265
17984,22265
11756,22265
17384,22265
11683,22265
15649,22265
22265,22266
20047,22265
14966,22265
2822,7136
5228,7136
5318,7136
5655,7136
6189,7136
6490,7136
7136,22405
7136,9367
7136,14181
7136,19483
7136,19743
7136,10379
7136,16260
7136,21663
7136,9480
7136,8540
7136,13719
7136,14192
7136,21729
1901,22405
2727,22405
8606,22405
5228,22405
4987,22405
5212,22405
5755,22405
11657,22405
16968,22405
17891,22405
21810,22405
18015,22405
19275,22405
10379,22405
22405,22408
8533,22405
14344,22405
14272,22405
11332,22405
17370,22405
17460,22405
14031,22405
12305,22405
14192,22405
9319,22405
11315,22405
15570,22405
17197,22405
8257,22405
21729,22405
72,10379
88,10379
10379,22374
123,10379
130,10379
375,10379
9968,10379
709,10379
710,10379
5241,10379
840,10379
882,10379
5354,10379
904,10379
1000,10379
167,10379
1041,10379
1047,10379
1094,10379
5427,10379
1271,10379
1351,10379
1372,10379
1387,10379
1390,10379
1500,10379
1557,10379
1573,10379
1617,10379
1654,10379
1702,10379
1823,10379
1891,10379
10379,11671
1946,10379
1964,10379
2014,10379
2218,10379
2244,10379
2245,10379
2284,10379
2323,10379
2387,10379
2444,10379
2604,10379
2647,10379
2676,10379
2759,10379
2812,10379
2822,10379
2851,10379
2870,10379
2884,10379
2886,10379
2927,10379
2942,10379
3073,10379
3097,10379
3374,10379
3448,10379
3476,10379
3491,10379
3497,10379
10379,11775
3520,10379
3650,10379
3672,10379
3707,10379
5228,10379
3735,10379
3764,10379
3778,10379
3797,10379
3805,10379
3864,10379
4019,10379
4022,10379
4097,10379
4185,10379
4337,10379
4399,10379
4494,10379
4516,10379
10379,15615
4742,10379
4786,10379
4804,10379
4864,10379
4953,10379
4991,10379
5023,10379
5212,10379
5307,10379
5345,10379
5348,10379
5432,10379
10379,10827
5587,10379
5655,10379
10379,12949
8049,10379
6171,10379
6189,10379
8453,10379
6290,10379
6422,10379
6441,10379
6473,10379
6552,10379
301,10379
6815,10379
6843,10379
6949,10379
7010,10379
7026,10379
7066,10379
7157,10379
7198,10379
7289,10379
7295,10379
7362,10379
7535,10379
7558,10379
10379,18957
7765,10379
7796,10379
7828,10379
7871,10379
7893,10379
7911,10379
7961,10379
10379,16260
8139,10379
8286,10379
8381,10379
8454,10379
8473,10379
8482,10379
8502,10379
8516,10379
8524,10379
8533,10379
8615,10379
8619,10379
10379,16951
10379,14049
8770,10379
9053,10379
10379,16433
9176,10379
9220,10379
10379,20246
9367,10379
10379,16467
10379,15612
10379,13104
9759,10379
9784,10379
10379,14098
10379,14346
9910,10379
9934,10379
9973,10379
10318,10379
10379,10503
10379,10614
10379,10617
10379,10685
5510,10379
10379,20042
10379,10887
10379,12276
10379,10912
10379,20847
10379,10948
10379,10967
10379,11062
10379,11067
7550,10379
10379,11118
10379,11125
766,10379
10379,11364
10379,11411
10379,11467
5843,10379
10379,11538
10379,11553
10379,11557
10379,11650
3880,10379
10379,11994
10379,12088
10379,12098
10379,12155
6045,10379
10379,12188
10379,12249
10379,12254
10379,12288
10379,16978
10379,12459
10379,12485
10379,12500
10379,12527
10379,12548
8519,10379
10379,12629
10379,12851
10379,12912
5926,10379
10379,13300
10379,13428
10379,13690
10379,13719
10379,13737
10379,13742
10379,13821
10379,13940
10379,14110
10379,14115
10379,14166
10379,14181
10379,14272
10379,14280
10379,17299
10379,14344
10379,14371
10379,14382
10379,14477
10379,20329
10379,14497
10379,14546
10379,14562
10379,14576
10379,14640
10379,14643
10379,14660
10379,14694
10379,14696
10379,14746
10379,14895
10379,14898
10379,14918
10379,14929
10379,15026
10379,15037
10379,15090
10379,15096
10379,15174
10379,10426
10379,15364
10379,15468
10379,15481
10379,15535
10379,11657
10379,15745
6116,10379
10379,15907
10379,16032
10379,16093
10379,16186
10379,16223
10379,16358
10379,16499
10379,16508
10379,16520
10379,16567
10379,16602
10241,10379
10379,16741
10379,16769
10379,16791
10379,16800
10379,16919
10379,16960
10379,16966
10379,16968
10379,17014
10379,17105
10379,17145
10379,17148
10379,17274
10379,17301
10379,17370
10379,16397
10379,17391
10379,17460
10379,19483
10379,19961
10379,20773
10379,21729
10379,21013
10379,21033
10379,11954
10379,19289
10379,20696
10379,17866
10379,18015
10379,18964
10379,18971
10379,20722
10379,17891
10379,20035
10379,21079
10379,20047
10379,19623
10379,21088
10379,19701
10379,19476
10379,20067
10379,18288
10379,20347
10379,21810
10379,18221
10379,20781
10379,19671
10379,10554
10379,19743
10379,21605
10379,18083
10379,17977
10379,19501
10379,21851
10379,22241
10379,19863
10379,17833
10379,19093
10379,19795
8540,10379
10379,22296
10379,11045
10379,18216
10379,21212
10379,21588
10379,21940
10379,20700
10379,18825
10379,17694
6874,10379
10379,20559
10379,22375
10379,21277
10379,19522
10379,19870
10379,19877
10379,14192
10379,19890
10379,22007
10379,21663
10379,18128
10379,15570
10379,18856
10379,19562
10379,10792
10379,19275
10379,22226
10379,18512
10379,18514
10379,19231
10379,18842
10379,19347
10379,17792
10379,21232
10379,19599
10379,21703
10379,19610
10379,19757
10379,17811
1047,13737
5427,13737
1387,13737
1617,13737
2387,13737
2647,13737
3764,13737
4499,13737
4987,13737
5307,13737
5345,13737
8049,13737
6189,13737
7368,13737
7765,13737
13252,13737
9077,13737
12276,13737
10912,13737
7550,13737
11125,13737
11231,13737
1198,13737
11411,13737
12500,13737
12548,13737
8519,13737
12641,13737
13737,15535
11657,13737
13737,17762
13737,19275
13737,18971
13737,16602
13737,14576
13737,14115
13737,19890
13737,16520
13737,17370
13737,17460
13737,19623
13737,16499
10554,13737
13737,14643
2812,8533
5228,8533
5132,8533
5307,8533
5755,8533
8049,8533
8533,16260
8533,15907
8533,11657
8533,14562
8243,8533
8533,9934
8519,8533
8533,19167
8533,14192
8533,12757
8533,11332
8533,19686
8533,11062
8533,21729
343,14344
1387,14344
1500,14344
1617,14344
1823,14344
2812,14344
9163,14344
3476,14344
8606,14344
3797,14344
4987,14344
7289,14344
7765,14344
7961,14344
9494,14344
10205,14344
11003,14344
12500,14344
8519,14344
13300,14344
14181,14344
14272,14344
14280,14344
14344,19743
8243,14344
14344,19275
14344,14562
14344,19476
14344,17460
14344,18744
14344,20844
14344,20024
14344,17402
14344,16968
14344,20773
14344,17370
14344,18548
14344,16499
14344,21729
308,2812
1387,2812
1823,2812
2812,11657
2812,14978
2812,12641
2812,16466
2812,4987
2812,8243
2812,19275
2812,5510
2812,14181
2812,17460
2812,20844
2812,9455
2812,10205
2812,21996
2812,8454
2812,5345
2812,8519
2812,16968
2812,21810
2812,9934
2812,8740
2812,17370
2812,8049
2812,10554
2812,18128
2812,19743
2812,5228
1387,5755
1500,5755
2647,5755
3650,5755
5228,5755
4987,5755
5345,5755
5755,15535
5755,7550
5755,6371
5755,11657
5755,16466
5755,14978
5755,18128
5755,19483
5755,11231
5755,15151
5755,12641
5755,19743
5755,14562
5755,8243
5755,19275
5755,14272
5755,13252
5755,16602
5755,7765
5755,12305
5755,14192
5755,10205
5755,13445
5755,21729
5755,8770
5755,8454
5755,10912
5755,17891
5755,12150
5755,8519
5755,16968
5755,21079
5755,9934
5755,16520
5755,8740
5755,17370
5755,17460
5755,8049
5755,16698
5755,18721
5755,6189
5755,11062
1570,16260
1733,16260
5228,16260
5307,16260
8049,16260
6584,16260
11657,16260
10066,16260
16260,18971
16260,17370
16260,17460
13441,16260
12065,16260
13719,16260
16260,19743
16260,21729
11062,16260
1047,15026
1500,15026
1617,15026
1823,15026
5379,15026
12280,15026
8049,15026
7765,15026
9934,15026
10948,15026
11003,15026
12249,15026
12500,15026
8519,15026
13300,15026
14562,15026
15026,16960
11657,15026
15026,16520
15026,19795
15026,17370
15026,18974
15026,16602
15026,20722
15026,16977
15026,21729
15026,17105
88,17370
9968,17370
496,17370
5241,17370
840,17370
5354,17370
167,17370
1041,17370
1047,17370
1500,17370
1617,17370
1733,17370
1823,17370
1946,17370
2014,17370
2387,17370
2604,17370
2647,17370
2676,17370
3520,17370
3672,17370
5228,17370
3809,17370
4022,17370
4453,17370
4544,17370
4987,17370
5307,17370
5345,17370
12280,17370
12949,17370
8049,17370
6843,17370
6949,17370
7208,17370
7289,17370
7368,17370
17370,18957
7765,17370
7796,17370
7871,17370
7893,17370
7911,17370
8381,17370
8502,17370
14049,17370
8770,17370
9053,17370
17370,20246
14098,17370
10205,17370
10614,17370
10617,17370
10685,17370
5510,17370
17370,20042
10887,17370
12276,17370
10926,17370
10948,17370
11003,17370
11043,17370
11062,17370
7550,17370
11231,17370
766,17370
11341,17370
11553,17370
11557,17370
3880,17370
11966,17370
11994,17370
12150,17370
12249,17370
12305,17370
12485,17370
12500,17370
12527,17370
12548,17370
12643,17370
10988,17370
13300,17370
13940,17370
14166,17370
14181,17370
14272,17370
14280,17370
14371,17370
14382,17370
14477,17370
14546,17370
14562,17370
14640,17370
14643,17370
14677,17370
14696,17370
14898,17370
14929,17370
15364,17370
15448,17370
15481,17370
15535,17370
11657,17370
15907,17370
8243,17370
16466,17370
16567,17370
16602,17370
16769,17370
16800,17370
16818,17370
16966,17370
17105,17370
17145,17370
17370,19961
17370,18744
17370,20347
17370,21277
17370,18964
17370,21232
17370,19275
17370,18971
17370,17460
17370,20722
6874,17370
17370,17891
17370,20035
17370,19795
17370,18553
17370,21088
17370,19522
17370,18288
17370,22296
17370,18109
17370,21810
17370,20773
17370,18083
17370,19743
17370,22226
17370,18721
17370,17977
17370,21703
17370,17792
17370,19610
88,17460
9968,17460
5241,17460
840,17460
1047,17460
2604,17460
3448,17460
3650,17460
5228,17460
5307,17460
5345,17460
12280,17460
12949,17460
7208,17460
7368,17460
10617,17460
10912,17460
10967,17460
11062,17460
7550,17460
766,17460
11553,17460
12500,17460
12643,17460
14181,17460
14272,17460
14562,17460
14895,17460
15468,17460
15907,17460
16032,17460
16466,17460
17105,17460
17148,17460
17460,21277
17460,19275
17460,19795
17460,18553
17460,22296
17460,21810
17460,22007
17460,17811
17460,17792
17460,19610
17460,21088
88,8049
8049,9968
840,8049
5354,8049
167,8049
1041,8049
1047,8049
1557,8049
1617,8049
1823,8049
8049,9260
2014,8049
2078,8049
2604,8049
2676,8049
2759,8049
3263,8049
3497,8049
3672,8049
5228,8049
3735,8049
3764,8049
3778,8049
4016,8049
4022,8049
4499,8049
5307,8049
5348,8049
8049,12280
8049,12949
8049,17818
8049,21013
8049,18957
8049,9759
8049,14272
8049,16602
8049,11553
8049,14929
8049,18744
8049,14049
8049,21729
8049,11043
8049,10617
8049,8519
8049,16968
8049,10685
8049,8381
8049,12249
8049,17145
8049,19135
7550,8049
8049,16977
7893,8049
8049,15364
8049,14643
8049,10887
8049,8243
8049,18964
8049,21940
8049,18966
8049,16466
8049,12643
8049,19275
8049,18971
8049,16818
8049,11411
8049,10205
8049,12548
7911,8049
8049,8770
8049,20722
6874,8049
8049,10912
7735,8049
8049,21079
8049,13300
8049,14677
8049,15745
8049,14166
8049,18553
8049,9319
8049,10926
8049,16769
7467,8049
8049,21088
8049,14031
8049,14181
8049,21277
5510,8049
8049,19522
8049,19347
8049,12485
8049,15236
8049,16397
7765,8049
8049,12500
8049,18288
8049,20079
8049,14115
8049,12150
8049,20087
8049,14898
7961,8049
8049,10967
8049,21810
8049,15907
8049,14371
8049,14546
8049,21496
8049,15448
766,8049
8049,12464
8049,20042
8049,12527
8049,16895
7796,8049
8049,13940
8049,11657
8049,14382
8049,19743
8049,14562
8049,22226
8049,11498
8049,18721
8049,17977
8049,18872
8049,15468
8049,16618
8049,16032
7289,8049
8049,11341
8049,16567
8049,11683
8049,8502
8049,9053
8049,21703
8049,9934
8049,17105
8049,11870
8049,17811
88,5307
5241,5307
840,5307
167,5307
1047,5307
1351,5307
1387,5307
1733,5307
1823,5307
5307,11671
1979,5307
2604,5307
2676,5307
3448,5307
3650,5307
3672,5307
5228,5307
3764,5307
3809,5307
4022,5307
5307,5379
5307,14696
5307,16769
5307,17391
5307,12485
5307,19795
5307,12280
5307,16602
5307,8619
5307,7765
5307,12500
5307,20773
5307,20079
5307,7871
5307,21729
5307,20347
5307,12150
5307,8454
5307,14895
5307,10617
5307,7961
5307,5345
5307,5348
5307,8381
5307,12949
5307,14371
5307,7550
5307,20042
5307,12527
5307,15535
5307,18964
5307,21232
5307,11231
5307,19743
5307,13212
5307,22226
5307,18971
5307,16818
5307,19476
5307,14898
5307,10926
5307,12276
5307,12548
5307,15468
5307,13940
5307,20722
5307,6874
5307,10614
5307,19757
5307,15481
5307,8502
5307,9053
5307,11332
5307,21703
5307,21079
5307,13300
5307,16520
5307,18083
5307,17105
5307,10988
5307,17811
5307,10948
5307,17792
5307,16499
5307,8519
375,4987
4987,5241
167,4987
1041,4987
1047,4987
1351,4987
4987,9260
1946,4987
2676,4987
3650,4987
4987,5228
3809,4987
4022,4987
4987,20246
4987,16769
4987,8502
4987,12485
4987,19795
4987,13441
4987,16602
4987,8619
4987,14978
4987,18288
4987,15680
4987,20079
4987,7871
4987,21729
4987,12150
4987,18553
4987,10967
4987,16968
4987,11994
4987,10685
4987,8381
4987,12249
4987,17145
4987,7550
4987,16466
4987,15448
4987,15364
4987,11062
4987,14643
4987,7796
4987,10887
4987,11657
4987,21277
4987,18964
4987,6843
4987,19275
4987,11231
4987,19743
4987,14562
4987,18971
4987,7807
4987,12548
4987,14576
4987,15468
4987,16032
4987,7289
4987,15481
4987,13940
4987,20035
4987,14272
4987,12276
4987,9053
4987,21703
4987,20042
4987,13300
4987,14696
4987,14677
4987,15745
4987,17105
4987,21403
4987,17977
1438,18304
2323,18304
3983,18304
4913,18304
6739,18304
7587,18304
8124,18304
8186,18304
9556,18304
10487,18304
13745,18304
14171,18304
15007,18304
16239,18304
17419,18304
17647,18304
18304,19806
18304,18615
18304,19979
12305,14908
9968,12305
496,12305
5354,12305
1047,12305
11671,12305
